7000,31958.388,-70.885584,42.5479
7002,58428.971999999994,-70.922503,42.474046
7004,1361489.5,-70.626323,42.655776
7005,69464.36,-70.665526,42.616182
7006,1966570.704,-70.7051,42.611922
7007,194332.82400000002,-70.8111,42.5619
7008,178431.344,-70.825986,42.559251
7009,42443.8,-70.86912,42.561966
7010,92228.584,-71.144259,42.517833
7011,87051.636,-71.137617,42.450792
7013,39705.876,-71.132806,42.420672
7014,56109.507999999994,-71.418095,42.275767
7016,185090.836,-71.344874,42.285216
7018,34887.608,-71.277287,42.309794
7019,271592.496,-71.272071,42.321769
7020,25561.928,-71.251235,42.345715
7021,268436.112,-71.234427,42.347734
7022,43436.148,-71.205521,42.351863
7024,300346.676,-71.50246,42.520229
7025,579184.508,-71.457557,42.460897
7026,167144.88,-71.393201,42.457312
7027,30284.548,-71.356774,42.456271
7028,687840.636,-71.325136,42.413691
7029,487529.812,-71.281864,42.378328
7030,422955.456,-71.264692,42.362435
7031,18268.768,-71.236386,42.29399
7033,100669.52,-71.235701,42.273435
7034,73923.948,-71.215843,42.275994
7035,56563.836,-71.159987,42.281127
7036,114729.776,-71.153235,42.285502
7039,42886.172,-71.114362,42.299303
7040,686692.86,-71.43944,42.089404
7041,165399.304,-71.395944,42.083666
7042,49832.608,-71.326154,42.120103
7043,183596.336,-71.25707,42.144884
7044,66236.24,-71.199261,42.188312
7045,22226.204,-71.197312,42.19625
7046,53957.428,-71.188257,42.21697
7047,172752.244,-71.173386,42.226656
7048,235306.036,-71.158821,42.233398
7049,12278.811999999998,-71.134485,42.238476
7050,123039.196,-71.355815,41.898451
7051,67527.488,-71.285407,41.941042
7052,429830.156,-71.221199,42.033029
7053,299426.064,-71.184588,42.124007
7054,97859.86,-71.15437,42.163285
7056,24426.108,-71.103211,42.12424
7057,151733.596,-71.14665,42.157097
7058,159791.94,-71.069167,42.319147
7065,10365.852,-71.000484,42.208175
7067,13295.072000000002,-71.119123,42.388096
7070,45301.284,-70.919427,42.251831
7072,375705.344,-70.964364,41.985162
7073,30224.768,-71.011637,42.060684
7074,29937.824,-71.01593,42.085144
7075,16044.952000000001,-71.021479,42.106577
7076,721592.424,-71.026956,42.156345
7077,2074162.748,-70.824622,42.014492
7078,297273.984,-70.88201,42.044316
7079,84935.424,-70.923047,42.082649
7080,444524.08,-70.934869,42.106609
7081,128945.46,-70.95419,42.154842
7082,283632.188,-71.64784,42.270245
7083,387625.476,-71.524552,42.266585
7084,387290.708,-71.289139,42.385571
7093,417061.14800000004,-71.142557,42.515504
7094,51984.688,-70.74629,42.178534
7095,325657.528,-70.788255,42.219976
7096,1932340.676,-70.837671,42.243509
7097,125394.528,-70.867888,42.245374
7098,220361.036,-70.903047,42.235846
7099,208739.804,-70.921881,42.218519
7100,140578.648,-70.967035,42.222462
7101,718388.216,-71.302012,42.395358
7103,26924.911999999997,-71.100449,42.347184
7104,443603.468,-71.222303,42.17091
7105,8895.264,-71.089582,42.336253
7107,190219.96,-70.967124,42.449659
7108,11226.684,-71.034294,42.395399
7111,705117.056,-71.481349,42.261179
7113,1736094.892,-70.722971,41.977923
7124,305631.228,-70.918617,41.877488
7129,5462827.916,-70.920583,42.303728
7130,103718.30000000002,-71.070429,42.436725
7132,202235.74,-71.236753,42.158557
7145,75573.876,-71.148657,42.211149
7165,23039.212,-70.971703,42.244232
7181,111537.524,-71.068481,42.469713
7182,122405.528,-71.10756,42.521574
7183,120958.85200000001,-71.159718,42.627495
7184,102594.436,-71.152581,42.70333
7185,319488.232,-71.088769,42.766966
7186,30487.799999999996,-71.086599,42.773295
7188,400549.912,-71.281685,42.593465
7189,218292.648,-71.172538,42.545198
7190,234959.312,-71.137126,42.503967
7191,2118304.3000000003,-71.646166,42.54556
7198,198828.28,-71.159395,42.570109
7199,12541.844,-71.067014,42.482919
7200,228431.33600000004,-71.069915,42.458343
7201,164454.78,-71.069727,42.451499
7202,149748.9,-70.878889,42.797211
7203,1458883.076,-70.859467,42.727139
7204,116857.94399999999,-70.840284,42.676794
7205,865447.016,-70.874384,42.609034
7206,897238.02,-70.884088,42.583762
7207,34301.764,-71.107418,42.309155
7210,56025.816,-71.119385,42.254176
7212,63211.372,-71.144939,42.658774
8039,68280.716,-71.109676,42.34189
8066,15028.691999999997,-71.118868,42.37347
8110,15291.723999999998,-71.039362,42.347137
8128,16176.468,-71.107975,42.309823
8155,186597.292,-70.919832,42.252925
9003,299880.392,-71.647731,42.545188
9006,93244.844,-71.220119,42.032492
9007,437828.7199999999,-70.964804,41.984309
9008,106480.136,-70.918234,41.878158
9009,64203.72,-71.355267,41.897737
9010,119775.20800000001,-71.327835,42.119604
9011,397728.296,-71.257794,42.145526
9012,543244.772,-71.439063,42.089949
9013,223935.88,-71.30188,42.395627
9014,808381.028,-71.325857,42.414039
9017,300932.52,-71.452755,42.460044
9018,144440.436,-71.393298,42.456965
9019,415004.716,-71.50229,42.518909
9020,626434.62,-71.647402,42.269535
9021,68914.384,-71.523845,42.267142
